관리번호,시군구명,시군구코드,우편번호,주소,연락처,위도,경도,위치,교차로수,대표이미지,기준일자,기타,CCTV수
3640000_CCTV_00054,동구,3640000,34628,대전광역시 동구 중교로 125 (원동),042-609-2852,36.3288856,127.4328448,"[1814515.8961,993835.9304],[1814620.2224,994083.2298],[1814705.2713,993899.6681],[1814430.5701,994018.8684]",0,1,20-08-31,,1
3640000_CCTV_00055,동구,3640000,34628,대전광역시 동구 중앙로 190 (중동),042-609-2852,36.33008656,127.4303354,"[1814704.2748,993597.6416],[1814834.1392,993878.2638]",0,1,20-08-31,,1
3640000_CCTV_00056,동구,3640000,34630,대전광역시 동구 중앙로 200번길 70(원동),042-609-2852,36.32744876,127.4327471,"[1814613.8252,993936.4064],[1814332.7664,994064.3743]",0,1,20-08-31,,1
3640000_CCTV_00057,동구,3640000,34627,대전광역시 동구 태전로 18(중동),042-609-2852,36.33222327,127.4304289,"[1815120.9088,993665.4868],[1814853.6867,993829.4640]",0,1,20-08-31,,1
3640000_CCTV_00058,동구,3640000,34627,대전광역시 동구 태전로 6(중동),042-609-2852,36.33130979,127.4311504,"[1814821.2393,993836.1254],[1814991.8966,993729.8774]",0,1,20-08-31,,1
3640000_CCTV_00059,동구,3640000,34675,대전광역시 동구 판암동 293-1,042-609-2852,36.31911248,127.4616074,"[1813469.9933,996445.3189],[1813444.6777,996618.3278],[1813691.9589,996619.9799]",0,1,20-08-31,,1
3640000_CCTV_00060,동구,3640000,34675,대전광역시 동구 판암동 303-9,042-609-2852,36.31799561,127.4591998,"[1813390.7953,996080.6625],[1813416.9496,996342.4902]",0,"1,2",20-08-31,,1
3660000_CCTV_00109,서구,3660000,35234,대전광역시 서구 둔산로74번길 20(둔산초등학교),042-609-2852,36.35018948,127.3812334,"[1816865.0317,989412.3305],[1817164.8911,989411.9749],[1817022.8185,989261.6816],[1817022.8185,989484.8991]",0,1,20-08-31,,5
3660000_CCTV_00110,서구,3660000,35311,대전광역시 서구 가장로 150(가장초등학교),042-609-2852,36.33064369,127.3878718,"[1814735.3485,989840.8733],[1814957.0834,990067.2156]",0,1,20-08-31,,3
3660000_CCTV_00111,서구,3660000,35367,대전광역시 서구 원도안로 80(도솔초등학교),042-609-2852,36.3112135,127.3474785,"[1812734.8471,986223.8036],[1812457.8749,986310.6636]",0,1,20-08-31,,3
3660000_CCTV_00112,서구,3660000,35227,대전광역시 서구 월평동로 2(갈마초등학교),042-609-2852,36.35379018,127.3629825,"[1817643.7570,988170.6879],[1817663.3846,988389.1854],[1817399.5745,988257.5729]",0,1,20-08-31,,4
3660000_CCTV_00113,서구,3660000,35264,대전광역시 서구 탄방동 91-23(한밭새마을금고),042-609-2852,36.34136123,127.3902326,"[1816060.6069,990036.2271],[1815842.1319,990248.2148]",0,1,20-08-31,,4
3660000_CCTV_00114,서구,3660000,35323,대전광역시 서구 도솔로 162(푸르내리아파트),042-609-2852,36.32513276,127.3740533,"[1814334.6580,988679.2130],[1814027.3394,988671.6258]",0,"1,2",20-08-31,,3
3660000_CCTV_00115,서구,3660000,35226,대전광역시 서구 월평서로 13(월평초등학교),042-609-2852,36.35468821,127.3575926,"[1817624.7495,987152.0209],[1817366.5482,987293.4840],[1817580.2464,987367.6511]",0,1,20-08-31,,4
3660000_CCTV_00116,서구,3660000,35263,대전광역시 서구 탄방로 8(탄방초등학교),042-609-2852,36.34610033,127.3899628,"[1816533.5407,990304.9679],[1816390.7528,990148.0871],[1816683.8086,990149.0862]",0,1,20-08-31,,4
3660000_CCTV_00117,서구,3660000,35368,대전광역시 서구 도안동로 11번길(CGV 가수원),042-609-2852,36.3061147,127.3533014,"[1812016.9024,986458.4734],[1812104.0632,986745.1145],[1812205.7454,986559.4495]",0,1,20-08-31,,4
3660000_CCTV_00118,서구,3660000,35333,대전광역시 서구 도마로 34(귀빈장마트),042-609-2852,36.32231193,127.3738887,"[1814063.4428,988677.4349],[1813763.5272,988662.4909],[1813894.8184,988817.6743],[1813909.7927,988517.6743]",0,1,20-08-31,,5
3660000_CCTV_00119,서구,3660000,35334,대전광역시 서구 도마로 34(귀빈장마트),042-609-2852,36.31912482,127.3737483,"[1813719.6453,988657.8231],[1813557.3338,988507.7922],[1813403.8318,988644.4187],[1813553.5903,988802.9277]",0,1,20-08-31,,5
3660000_CCTV_00120,서구,3660000,35329,대전광역시 서구 배재로 172번길 23(도마초등학교),042-609-2852,36.32414643,127.3717187,"[1814208.3305,988431.3511],[1814045.8212,988577.4656],[1814052.7325,988369.5408]",0,1,20-08-31,,5
3660000_CCTV_00121,서구,3660000,35368,대전광역시 서구 계백로 1135(MK 클리닉),042-609-2852,36.30476549,127.3494974,"[1812059.2107,986573.3165],[1812161.9151,986394.9755],[1812007.5198,986402.9161],[1811909.5416,986467.9458]",0,1,20-08-31,,3
3660000_CCTV_00122,서구,3660000,35368,대전광역시 서구 도안동로 3(리더스프라자),042-609-2852,36.32653925,127.3556762,"[1811995.3527,986602.0694],[1812108.9128,986723.5142]",0,1,20-08-31,,3
3660000_CCTV_00123,서구,3660000,35241,대전광역시 서구 둔산남로 103(오투저축은행 대전본점),042-609-2852,36.34931571,127.3890145,"[1816853.1044,989894.0417],[1817000.6751,990056.8180],[1816850.6921,990204.5641],[1816697.6041,990060.6760]",0,1,20-08-31,,5
3660000_CCTV_00124,서구,3660000,35209,대전광역시 서구 청사로 234(둥지네거리),042-609-2852,36.35951289,127.3898367,"[1818049.1435,989979.2980],[1817885.0250,990140.9016],[1818192.1875,990140.3195],[1818042.1875,990290.3195]",0,1,20-08-31,,5
3640000_CCTV_00032,동구,3640000,34629,대전광역시 동구 대전로 792(중앙동),042-609-2852,36.33033969,127.4334744,"[1814625.7652,994081.6969],[1814864.4373,993959.8989]",0,1,20-08-31,,1
